epoch,time_s,train_loss,train_auroc,val_loss,val_auroc,val_auprc
1,0.46335887908935547,0.7472262614303165,0.8457408860669188,0.6025248169898987,0.9160125588697018,0.8326672570803496
2,0.4582200050354004,0.4937123540374968,0.932992081044446,0.6425894722342491,0.9391679748822606,0.8746430879371533
3,0.47291994094848633,0.4942610288659732,0.9340978811443249,0.5813179910182953,0.9423076923076923,0.8857238527603729
4,0.46244096755981445,0.3869864543279012,0.956891631590212,0.6528508216142654,0.9387755102040817,0.8819581429196909
5,0.4606311321258545,0.2824276110364331,0.9776164657201969,0.5682471990585327,0.9372056514913658,0.8960110620709336
6,0.4582369327545166,0.33129773620102143,0.9675750873938789,0.4930856414139271,0.9529042386185244,0.9163700293798006
7,0.4724149703979492,0.24792312582333884,0.9818613112648926,0.6005414724349976,0.945839874411303,0.9121313474353762
8,0.46079587936401367,0.23982695759170586,0.9852322180209745,0.4917015954852104,0.9478021978021979,0.9184900280882423
9,0.46088099479675293,0.2731823041621182,0.9754405364914033,0.4882626235485077,0.9481946624803768,0.919187153785368
10,0.4551389217376709,0.2510632144080268,0.9850538631661554,0.5003118589520454,0.9481946624803769,0.91900245625044
11,0.4583549499511719,0.2928193190859424,0.9704822715274308,0.5736478716135025,0.9540816326530612,0.9295387029876875
12,0.4627408981323242,0.2916587291078435,0.9769565527573659,0.9566035568714142,0.9525117739403454,0.9159408969066517
13,0.5506730079650879,0.2839258259369267,0.9768317043589926,0.5824127569794655,0.9540816326530612,0.9267399860972357
14,0.4724111557006836,0.2539228306462367,0.9836091888421203,0.4803350120782852,0.9572213500784931,0.9291516074255003
15,0.4590179920196533,0.2718227323558595,0.9806128272811586,0.4398089796304703,0.9501569858712715,0.9250284527426937
16,0.4622828960418701,0.2576721014661921,0.9884247699222373,0.5059059374034405,0.9568288854003139,0.9301464645772309
17,0.45848917961120605,0.17551623657345772,0.9912249411428979,0.6880133599042892,0.9603610675039246,0.9349112001564945
18,0.4659860134124756,0.2403826933975021,0.9860169793821787,0.48034287616610527,0.9631083202511774,0.9483741999924572
19,0.4619319438934326,0.20438772502044836,0.9888884925447671,0.5208800360560417,0.9583987441130299,0.939706604314327
20,0.4609560966491699,0.1609850296129783,0.9952914318327745,0.5051950961351395,0.9654631083202512,0.9476796864080125
21,0.46686291694641113,0.17872168899824223,0.9924020831847042,0.48776925355196,0.9686028257456829,0.9497783093804056
22,0.4587900638580322,0.19635847210884094,0.9898872797317543,0.45225562527775764,0.9693877551020408,0.9521194192114347
23,0.46221208572387695,0.13615281528068912,0.9952914318327745,0.41283218935132027,0.9686028257456829,0.9490446088991681
24,0.46130800247192383,0.14552302762038177,0.994114289790968,0.4255549758672714,0.9697802197802198,0.9529786537814889
25,0.4562239646911621,0.15711816560683978,0.9927944638653065,0.5081892535090446,0.9701726844583988,0.9545552417050596
26,0.466414213180542,0.11755438355935945,0.9964685738745809,0.44848792254924774,0.9693877551020408,0.9534729499932489
27,0.45850396156311035,0.18377320416685608,0.9924020831847042,0.4525924548506737,0.9678178963893249,0.9494885274522038
28,0.46935510635375977,0.14456398754070202,0.9954519512021118,0.44865187630057335,0.9678178963893249,0.9494885274522038
29,0.46460604667663574,0.11814905252928536,0.996432902903617,0.4397598020732403,0.9678178963893249,0.9494885274522038
30,0.4699058532714844,0.15719670191821125,0.9921167154169936,0.4437589682638645,0.9678178963893249,0.9494885274522038
31,0.4577207565307617,0.15539626487427288,0.9950952414924734,0.4046222008764744,0.9631083202511774,0.9432814621601376
32,0.45821595191955566,0.2584370920020673,0.9885852892915745,0.603991761803627,0.9713500784929356,0.952085584814285
33,0.4598710536956787,0.14965779582659403,0.9936684026539202,0.7161817438900471,0.9580062794348508,0.9291766161681714
34,0.4585740566253662,0.20634785286771753,0.9877113505029607,0.5478108450770378,0.9599686028257457,0.9398685785464949
35,0.5076282024383545,0.14383207225344247,0.9947206962973532,0.3901318497955799,0.9709576138147568,0.9550194934964095
36,0.46025896072387695,0.1495983427286976,0.9927766283798245,0.5475268959999084,0.9529042386185244,0.9292321840883295
37,0.46442174911499023,0.13740193140175608,0.994578012413498,0.6768850833177567,0.9583987441130299,0.9330748151335996
38,0.47254014015197754,0.16520509941296446,0.9942391381893415,0.4510524794459343,0.9595761381475667,0.9364269826149095
39,0.47188305854797363,0.15298976526699132,0.9925269315830776,0.4923536255955696,0.9607535321821037,0.9366461565033536
40,0.46256089210510254,0.1172079128316707,0.9965399158165086,0.5737865567207336,0.9635007849293564,0.9366813877035551
41,0.45989990234375,0.12618515201999495,0.9953627737747022,0.9262236431241035,0.9521193092621664,0.9211901168039281
42,0.4518880844116211,0.22823790998922455,0.987443818220732,0.41257408261299133,0.9658555729984302,0.9499979895846107
43,0.45267200469970703,0.16022564076896137,0.9950952414924734,0.6876952350139618,0.9646781789638933,0.9369979663277079
44,0.484494686126709,0.1559406553602053,0.9964507383890989,0.8984845131635666,0.9611459968602826,0.9323093048205043
45,0.4521980285644531,0.10416489940447111,0.9976635514018691,0.7047362700104713,0.9521193092621664,0.9235310667831014
46,0.457197904586792,0.11522757890634239,0.9965399158165085,0.47609010338783264,0.9666405023547882,0.9416894307020609
47,0.45359110832214355,0.1644704909219096,0.9936505671684382,0.8416569083929062,0.957221350078493,0.9266337650741558
