epoch,time_s,train_loss,train_auroc,train_auprc,val_loss,val_auroc,val_auprc
1,0.3967092037200928,0.8932172060012817,0.7622886494970393,0.511109293770548,0.5830192789435387,0.9136577708006279,0.8338916859150916
2,0.32860231399536133,0.5113731043206321,0.9291752871513163,0.8438532629955663,0.5948681607842445,0.9297488226059655,0.8554525351650637
3,0.3276939392089844,0.4967141743335459,0.9307983163301705,0.848446220968378,0.7352464497089386,0.934850863422292,0.8727763301058705
4,0.3241448402404785,0.3915528241131041,0.9576407219804524,0.9071562583687709,0.7071284204721451,0.9277864992150706,0.8541049787314459
5,0.32645487785339355,0.3459898634917206,0.9624741385460512,0.9287971021706747,0.5489338263869286,0.9462323390894819,0.8998740403269158
6,0.32674384117126465,0.36076229914195007,0.9672718841406863,0.9229892699718505,0.5946951508522034,0.9489795918367347,0.9024093983840851
7,0.324185848236084,0.3619002348019017,0.9631875579653278,0.9398836979279215,0.5883101671934128,0.9427001569858713,0.8936116106022098
8,0.3266479969024658,0.277090924895472,0.9789006206748948,0.9507625518126156,0.6205629408359528,0.945447409733124,0.898290877104601
9,0.33026695251464844,0.3172485704223315,0.9714810587144183,0.9338059928077453,0.6061340384185314,0.9446624803767661,0.8979255803009482
10,0.3241720199584961,0.2781291229443418,0.9803274595134479,0.9462809305679235,0.6098272204399109,0.945447409733124,0.899536857222784
11,0.32419466972351074,0.33376745010415715,0.9708568167225512,0.9390025660675346,0.5314487852156162,0.9474097331240189,0.9008508719587008
12,0.3256568908691406,0.3018588957687219,0.9759756010558608,0.9479461156601714,0.6497429311275482,0.9497645211930926,0.8974695191178571
13,0.32724714279174805,0.33281265737281907,0.9735143040593565,0.9482635950124285,0.6003983840346336,0.9462323390894819,0.8946338997864637
14,0.3234131336212158,0.26106908669074375,0.9826460726260969,0.9558765433463403,0.6595708131790161,0.9470172684458399,0.9013125384990425
15,0.3301410675048828,0.2459944567332665,0.9865520439466362,0.9744958549564081,0.7971196174621582,0.945839874411303,0.8953609066863416
16,0.3251378536224365,0.2354449179644386,0.9775094528073054,0.9610669576478268,0.5920234881341457,0.9521193092621664,0.9115951583940554
17,0.3251380920410156,0.2894310897423161,0.9791324819861597,0.9409039631438366,0.6206879988312721,0.956828885400314,0.9196251602887261
18,0.32708287239074707,0.28299972746107316,0.9813262467004352,0.9584401078405418,0.49774137884378433,0.9591836734693877,0.9193371655802549
19,0.3258352279663086,0.2454300234094262,0.9844296211742883,0.9558663598414721,0.4552881680428982,0.9513343799058085,0.9098275340945831
20,0.324476957321167,0.2198597335567077,0.9876221730755511,0.9679748026200892,0.5061109885573387,0.9536891679748822,0.9124202417019075
21,0.32933831214904785,0.2196064249922832,0.9875865021045873,0.9647092498746271,0.5297722890973091,0.9556514913657771,0.9153787915607907
22,0.32510900497436523,0.2408081305006312,0.9820039951487479,0.9685757819159487,0.48941051214933395,0.9580062794348508,0.9191455027907373
23,0.32430505752563477,0.2302819379708833,0.9822180209745309,0.9667904799507364,0.5307185761630535,0.9587912087912088,0.9210322646055474
24,0.3300189971923828,0.24581555525461832,0.9791324819861597,0.9639999328743796,0.48945707455277443,0.956828885400314,0.9191295691886029
25,0.32512831687927246,0.21008820386810434,0.9863201826353714,0.9696939486747265,0.5506142973899841,0.9552590266875981,0.917846801492036
26,0.32631897926330566,0.19477417382101217,0.9915103089106085,0.9756387611388407,0.5314716845750809,0.9548665620094191,0.9167923753883055
27,0.3261709213256836,0.15179254238804182,0.9942034672183777,0.9818657991221671,0.5459313504397869,0.9548665620094191,0.9180534858610284
28,0.32820916175842285,0.197249258040554,0.9892808732253692,0.967057609871628,0.5576560646295547,0.9548665620094191,0.9180534858610284
29,0.32627034187316895,0.22069071357448897,0.9846079760291075,0.9683439471057234,0.5658204704523087,0.9536891679748822,0.9153380757197203
30,0.32677197456359863,0.16496234345767233,0.9910109153171149,0.979675200606259,0.5659841373562813,0.9532967032967034,0.9151837547320659
31,0.3243589401245117,0.24275826688648927,0.9856602696725405,0.9590565382855453,0.5029533058404922,0.957613814756672,0.9285041491512994
32,0.3240499496459961,0.21426891287167868,0.9880502247271171,0.9702854574316834,0.5266953781247139,0.9615384615384616,0.9362190632226696
33,0.35609889030456543,0.21148816361609432,0.9920810444460298,0.9773587936322965,0.6192001476883888,0.9580062794348508,0.9330529590937374
34,0.32770299911499023,0.1936901794332597,0.9902439894413926,0.9771593514849031,0.42034486308693886,0.9619309262166404,0.92713676041008
35,0.32619166374206543,0.23452353332605627,0.9916708282799458,0.9767027474402773,0.6208503842353821,0.9532967032967034,0.9166952786336954
36,0.32645082473754883,0.18419932967258823,0.9894413925947064,0.9774637719981859,0.7787473946809769,0.9521193092621664,0.9114415425091027
37,0.32442212104797363,0.22827055688119596,0.9879253763287437,0.9652091763435565,0.5185753703117371,0.9517268445839875,0.9087205353988084
38,0.32628417015075684,0.2255432229075167,0.9864985374901905,0.9646297343971137,0.6188929006457329,0.9529042386185244,0.9146827034500727
39,0.33097195625305176,0.19090067216246906,0.9904936862381394,0.973012290821273,0.7786996364593506,0.9540816326530612,0.9203117681535973
40,0.3247058391571045,0.190652955426938,0.9913497895412713,0.9797273857974799,0.5404413305222988,0.9556514913657771,0.9184740129509134
41,0.32895898818969727,0.1644959249533713,0.9928122993507883,0.9812289140239582,0.6789610832929611,0.957221350078493,0.9167571630082761
42,0.3255748748779297,0.17978588059648043,0.9915281443960905,0.9739731363092228,0.7282685562968254,0.9580062794348508,0.9218362771217968
43,0.3249979019165039,0.15706180315464735,0.9943996575586788,0.9812617528342701,0.7215743139386177,0.957613814756672,0.9117292668482871
44,0.3241569995880127,0.2006046492089,0.9910822572590426,0.9735046804901966,0.7893373295664787,0.9587912087912088,0.9248897794041222
45,0.32561492919921875,0.16984083839795655,0.9891916957979596,0.982023831647595,0.6038598343729973,0.9619309262166404,0.934331836342477
46,0.32580089569091797,0.13172759928016198,0.9921167154169936,0.987886734796094,0.6484775990247726,0.9638932496075353,0.9393070170233375
47,0.3283271789550781,0.171233549196687,0.9916529927944638,0.9763010310068108,0.5752897150814533,0.9615384615384616,0.9139598751835053
48,0.3248589038848877,0.21100179750161865,0.9850181921951916,0.9706408518787926,0.5578908622264862,0.967032967032967,0.9422929081283234
49,0.3258168697357178,0.13334519819666943,0.9950952414924734,0.9832446582907867,0.5808830298483372,0.9654631083202512,0.9217049829525191
50,0.3247981071472168,0.14049814843262234,0.9938289220232575,0.979230677319219,0.6842435523867607,0.9658555729984302,0.9338749115050421
51,0.3244590759277344,0.21410430553886625,0.9917778411928373,0.977729121799265,0.6678792387247086,0.966248037676609,0.9328676353985158
52,0.3249030113220215,0.12415724987578061,0.995612470571449,0.9858810013783593,0.6257274597883224,0.9642857142857143,0.9165688612695233
53,0.33107519149780273,0.17156076891761687,0.9934187058571734,0.9808437052203055,0.782351478934288,0.9654631083202512,0.9247031952979434
54,0.3291349411010742,0.14425196302019888,0.995826496397232,0.9881593857313958,0.6901284903287888,0.967425431711146,0.9245936120712475
55,0.3285999298095703,0.14795811991724703,0.9945245059570521,0.9839518891906474,0.7530399337410927,0.9686028257456829,0.9292036584647297
56,0.32717394828796387,0.14171351042265692,0.9946493543554256,0.9869613449979949,0.7005858346819878,0.9705651491365777,0.9324659550249889
57,0.33355188369750977,0.14550533243972394,0.9947920382392809,0.9839976871517997,0.733086608350277,0.9689952904238619,0.9311411833054803
58,0.3287060260772705,0.14834412189924884,0.9954341157166298,0.9844097312088927,0.7482085078954697,0.9678178963893249,0.9292618869256006
59,0.3420231342315674,0.15093517986436686,0.9952735963472926,0.9846383340959458,0.6291494891047478,0.967425431711146,0.9278425762863651
60,0.3287501335144043,0.10934287557999293,0.9975922094599415,0.9925207182750312,0.7010517865419388,0.9654631083202512,0.9304004934613747
61,0.3258321285247803,0.12541917882238826,0.9964329029036171,0.9878674820160366,0.7196225300431252,0.9658555729984302,0.9325013337975091
62,0.32504701614379883,0.13658893496418992,0.995612470571449,0.9876074026654721,0.6881788745522499,0.9650706436420722,0.9262014978637926
63,0.3249471187591553,0.12815158441662788,0.9952200898908469,0.9839607304375341,0.6978596895933151,0.9658555729984302,0.9297744005477202
64,0.32632923126220703,0.17949106704650652,0.9936505671684384,0.9805539913867153,0.6915881186723709,0.9654631083202512,0.9316737300287289
65,0.3247489929199219,0.12325601046904922,0.9959335093101235,0.9869905539725198,0.6678502410650253,0.966248037676609,0.9327344340306093
66,0.3272240161895752,0.13629027652657694,0.9953271028037384,0.9866618342762515,0.6753525882959366,0.966248037676609,0.9327344340306093
67,0.3271610736846924,0.11120908924688895,0.9971106513519298,0.9909152829457168,0.6766115352511406,0.9658555729984302,0.93163485626847
68,0.32462096214294434,0.09684318542066547,0.9973068416922308,0.9906658772648298,0.6781627237796783,0.9654631083202512,0.9295340159323355
69,0.32396984100341797,0.127259901802366,0.9940251123635585,0.9876777967942733,0.6772747710347176,0.9654631083202512,0.9295340159323355
70,0.3593161106109619,0.16304606307918826,0.9940607833345224,0.9858059214130862,0.6775755286216736,0.9654631083202512,0.9295340159323355
71,0.32442188262939453,0.18257618467840883,0.99413212527645,0.987869794620826,1.0035466104745865,0.9591836734693877,0.9058707454409619
