epoch,time_s,train_loss,train_auroc,val_loss,val_auroc,val_auprc
1,0.539654016494751,1.0183594955338373,0.6545801526717558,0.8372360169887543,0.9152276295133437,0.7962092932606898
2,0.39603304862976074,0.7968455851078033,0.835021759292288,0.6122885346412659,0.9211145996860282,0.8366061157090544
3,0.36403703689575195,0.590220355325275,0.910804737104944,0.5208425670862198,0.9324960753532182,0.8462755426853933
4,0.3615908622741699,0.5415472123357985,0.9216308767924662,0.5391848310828209,0.9270015698587126,0.8403641167180698
5,0.37280726432800293,0.4898921383751763,0.9358279232360704,0.52022435516119,0.9230769230769231,0.8361536015514773
6,0.3611471652984619,0.4734231208761533,0.942195191553114,0.48984594643116,0.9391679748822606,0.8589251884927279
7,0.38518762588500977,0.43290426002608406,0.9510772633231077,0.6478623673319817,0.9360282574568289,0.8682285845803115
8,0.3731050491333008,0.4520329096251064,0.9517193408004565,0.48300332948565483,0.9395604395604396,0.8735359113588039
9,0.36597108840942383,0.4176482665869925,0.9560533637725619,0.48454033955931664,0.9391679748822606,0.8729088643715052
10,0.3667759895324707,0.44384658998913235,0.9483841050153384,0.4768182598054409,0.9383830455259027,0.86907897715346
11,0.37987732887268066,0.5063659366634157,0.9363808232860098,0.4558964930474758,0.9442700156985873,0.8784011572307089
12,0.37351512908935547,0.5376532773176829,0.9263572804451738,0.4558471404016018,0.9427001569858713,0.8702658575963337
13,0.38460683822631836,0.3970748724208938,0.9611543126203895,0.4377399571239948,0.9458398744113029,0.8759577817251892
14,0.3680760860443115,0.3877239173485173,0.9574266961546692,0.4480578601360321,0.9485871271585558,0.8957432281927111
15,0.36257171630859375,0.431321158591244,0.9540022829421417,0.4329707697033882,0.9529042386185244,0.906337890808334
16,0.3637659549713135,0.40022894243399304,0.9592637511593066,0.40552398189902306,0.954866562009419,0.9083801578082361
17,0.3599879741668701,0.34329306334257126,0.9690554326888778,0.4244893901050091,0.9548665620094191,0.9051865148144627
18,0.36199283599853516,0.37811045721173286,0.9681993293857458,0.43260811269283295,0.955651491365777,0.9127371996399759
19,0.375,0.30609573434210485,0.9735143040593565,0.45758965983986855,0.957221350078493,0.9104296205255473
20,0.3607442378997803,0.3751022070646286,0.9663622743811086,0.4013742692768574,0.957613814756672,0.9026725905089528
21,0.36406588554382324,0.3306065715021557,0.9707498038096597,0.4911041408777237,0.9478021978021978,0.8890642280143847
22,0.3617711067199707,0.2938351142737601,0.9768495398444745,0.45673518627882004,0.957221350078493,0.908719916307588
23,0.4048128128051758,0.320361938741472,0.9734786330883927,0.41231056302785873,0.9591836734693877,0.9084493783995041
24,0.49300360679626465,0.2661791766683261,0.9810765499036884,0.41994139924645424,0.9595761381475666,0.9113801382454426
25,0.3938560485839844,0.28974342304799294,0.9772240850395948,0.47962626069784164,0.955651491365777,0.9031461587079408
26,0.5705926418304443,0.30034810056289035,0.979061140044232,0.49008604139089584,0.9595761381475668,0.910681201111472
27,0.37957000732421875,0.28919403730995125,0.978436898052365,0.4095156006515026,0.9619309262166404,0.914865891967961
28,0.3635709285736084,0.26238924347692066,0.9799707498038097,0.4188510961830616,0.9611459968602825,0.9124226419406772
29,0.37033510208129883,0.2562620583921671,0.9817007918955554,0.4345656596124172,0.9595761381475667,0.9098300914069503
30,0.36423301696777344,0.36878715083003044,0.9749589783833916,0.4385436065495014,0.9599686028257456,0.910885686058604
31,0.3641531467437744,0.30832668476634556,0.9755832203752587,0.4021555073559284,0.9619309262166404,0.9188277527987952
32,0.36193370819091797,0.2876218929886818,0.9782763786830277,0.49872714281082153,0.956043956043956,0.9069687419666587
33,0.3596978187561035,0.32471081035004723,0.9739423557109225,0.4252321533858776,0.9638932496075353,0.9186392187837361
34,0.37002992630004883,0.29668358868608874,0.9784904045088108,0.3861994743347168,0.9646781789638933,0.9208217267093316
35,0.3712601661682129,0.28530602777997655,0.97904330455875,0.440555140376091,0.9611459968602827,0.9156076744513783
36,0.3622918128967285,0.3250528326671984,0.9732289362916458,0.496322613209486,0.9635007849293564,0.9157842382214046
37,0.37912511825561523,0.3045981186959479,0.9751551687236927,0.8529298603534698,0.9387755102040818,0.8633725200062176
38,0.36727285385131836,0.3273891765210364,0.9714810587144183,0.6125219203531742,0.944662480376766,0.8816737375643832
39,0.36563587188720703,0.307952708668179,0.9767781979025468,0.455490380525589,0.9552590266875981,0.9054816701378793
40,0.3620340824127197,0.24961308762431145,0.982842262966398,0.5727725103497505,0.9478021978021978,0.8874490499388984
41,0.3727390766143799,0.28174154419038033,0.9813084112149533,0.618452075868845,0.9521193092621665,0.897729081341475
42,0.3605358600616455,0.31619475078251624,0.975494042947849,0.43994254991412163,0.9583987441130298,0.908809056856417
43,0.36346888542175293,0.2507033825127615,0.9862666761789255,0.4758889712393284,0.957221350078493,0.9144736941847741
44,0.3654592037200928,0.279352738832434,0.9800777627167012,0.5089475437998772,0.9525117739403454,0.9036006272962852
45,0.42752623558044434,0.2272961007224189,0.9851787115645289,0.616511382162571,0.945839874411303,0.8829167906470595
46,0.3621697425842285,0.23989061493840483,0.9858742954983235,0.5093197897076607,0.9501569858712715,0.8941707644532039
47,0.4083430767059326,0.304579923964209,0.9816294499536278,0.5546999908983707,0.9517268445839875,0.8998007915999972
48,0.36261796951293945,0.2057718276563618,0.9874794891916958,0.7136536240577698,0.9470172684458399,0.8859663438762987
49,0.3602418899536133,0.2600921990556849,0.98453663408718,0.6647671386599541,0.9501569858712716,0.8971201046282485
